ID	图块名	图集名	宽	高	X坐标	Y坐标	X偏移	Y偏移
1023	野生植物11	Shrubs.png	32	32	320	0	0	0
1024	野生植物12	Shrubs.png	32	32	352	0	0	0
1025	野生植物13	Shrubs.png	32	32	384	0	0	0
1026	野生植物14	Shrubs.png	32	32	416	0	0	0
1027	野生植物15	Shrubs.png	32	32	448	0	0	0
1028	野生植物16	Shrubs.png	32	32	480	0	0	0
1029	野生植物17	Shrubs.png	32	32	512	0	0	0
1030	野生植物18	Shrubs.png	32	32	544	0	0	0
1031	野生植物19	Shrubs.png	32	32	576	0	0	0
1032	野生植物20	Shrubs.png	32	32	608	0	0	0
1033	角色1	Actor1.png	32	32	0	0	0	0
1034	角色2	Actor1.png	32	32	96	0	0	0
1035	角色3	Actor1.png	32	32	192	0	0	0
1036	角色4	Actor1.png	32	32	288	0	0	0
1037	角色5	Actor1.png	32	32	0	128	0	0
1038	角色6	Actor1.png	32	32	96	128	0	0
1039	角色7	Actor1.png	32	32	192	128	0	0
1040	角色8	Actor1.png	32	32	288	128	0	0
1041	道路	World_A2.png	32	32	32	96	0	0
1042	平原	World_A2.png	32	32	16	48	0	0
1043	戈壁	World_A2.png	32	32	32	96	0	0
1044	沙漠	World_A2.png	32	32	32	192	0	0
1045	雪原	World_A2.png	32	32	32	288	0	0
1046	草原	World_A2.png	32	32	160	0	0	0
1047	盆地	World_A2.png	32	32	160	96	0	0
1048	沼泽	World_A2.png	32	32	160	192	0	0
1049	雪原	World_A2.png	32	32	160	288	0	0
1050	高山	World_A2.png	32	32	384	0	0	0
1051	高岭	World_A2.png	32	32	416	0	0	0
1052	森林1	World_A2.png	32	32	256	0	0	0
1053	森林2	World_A2.png	32	32	288	0	0	0
1054	森林3	World_A2.png	32	32	320	0	0	0
1055	森林4	World_A2.png	32	32	352	0	0	0
1056	森林5	World_A2.png	32	32	256	96	0	0
1057	森林6	World_A2.png	32	32	256	192	0	0
1058	森林7	World_A2.png	32	32	256	288	0	0
1059	森林8	World_A2.png	32	32	256	384	0	0
1060	小村1	World_B.png	64	32	0	224	0	0
1061	小村2	World_B.png	64	32	0	256	0	0
1062	小村3	World_B.png	64	32	0	288	0	0
1063	小村4	World_B.png	64	32	0	320	0	0
1064	小村5	World_B.png	64	32	64	224	0	0
1065	小村6	World_B.png	64	32	64	256	0	0
1066	小村7	World_B.png	64	32	64	288	0	0
1067	小村8	World_B.png	64	32	64	320	0	0
1068	小村9	World_B.png	64	32	128	224	0	0
1069	小村10	World_B.png	64	32	128	256	0	0
1070	小村11	World_B.png	64	32	128	288	0	0
1071	小村12	World_B.png	64	32	128	320	0	0
1072	小屋1	World_B.png	32	32	192	224	0	0
1073	小屋2	World_B.png	32	32	192	256	0	0
1074	小屋3	World_B.png	32	32	192	288	0	0
1075	小屋4	World_B.png	32	32	192	320	0	0
1076	小屋5	World_B.png	32	32	224	224	0	0
1077	小屋6	World_B.png	32	32	224	256	0	0
1078	小屋7	World_B.png	32	32	224	288	0	0
1079	小屋8	World_B.png	32	32	224	320	0	0
1080	城1	World_B.png	64	64	0	352	0	0
1081	城2	World_B.png	64	64	64	352	0	0
1082	山庄1	World_B.png	64	64	128	352	0	0
1083	山庄2	World_B.png	64	64	192	352	0	0
1084	桥1	World_B.png	32	32	0	416	0	0
1085	桥2	World_B.png	32	32	32	416	0	0
1086	桥3	World_B.png	32	32	64	416	0	0
1087	桥4	World_B.png	32	32	96	416	0	0
1088	桥5	World_B.png	32	32	128	416	0	0
1089	桥6	World_B.png	32	32	160	416	0	0
1090	桥7	World_B.png	32	32	192	416	0	0
1091	桥8	World_B.png	32	32	224	416	0	0
1092	塔1	World_B.png	32	64	0	448	0	0
1093	塔2	World_B.png	32	64	32	448	0	0
1094	塔3	World_B.png	32	64	64	448	0	0
1095	塔4	World_B.png	32	64	96	448	0	0
1096	塔5	World_B.png	32	64	128	448	0	0
1097	遗迹1	World_B.png	32	32	160	448	0	0
1098	遗迹2	World_B.png	32	32	192	448	0	0
1099	遗迹3	World_B.png	32	32	224	448	0	0
1100	遗迹4	World_B.png	32	32	160	480	0	0
1101	遗迹5	World_B.png	32	32	192	480	0	0
1102	遗迹6	World_B.png	32	32	224	480	0	0
1103	大城1	World_B.png	64	64	256	0	0	0
1104	大城2	World_B.png	64	64	320	0	0	0
1105	大城3	World_B.png	64	64	384	0	0	0
1106	大城4	World_B.png	64	64	448	0	0	0
1107	大城5	World_B.png	64	64	256	64	0	0
1108	大城6	World_B.png	64	64	320	64	0	0
1109	大城7	World_B.png	64	64	384	64	0	0
1110	大城8	World_B.png	64	64	448	64	0	0
1111	大城9	World_B.png	64	64	256	128	0	0
1112	大城10	World_B.png	64	64	320	128	0	0
1113	大城11	World_B.png	64	64	384	128	0	0
1114	大城12	World_B.png	64	64	448	128	0	0
1115	王城	World_B.png	96	96	256	192	0	0
1116	山岭1	World_B.png	64	64	64	96	0	0
1117	山岭2	World_B.png	64	64	128	96	0	0
1118	山岭3	World_B.png	64	64	192	96	0	0
1119	浅海1	World_A1.png	32	32	16	48	0	0
1120	浅海2	World_A1.png	32	32	80	48	0	0
1121	浅海3	World_A1.png	32	32	144	48	0	0
1122	深海1	World_A1.png	32	32	16	144	0	0
1123	深海2	World_A1.png	32	32	80	144	0	0
1124	深海3	World_A1.png	32	32	144	144	0	0
1125	河流1	World_A1.png	32	32	16	240	0	0
1126	河流2	World_A1.png	32	32	80	240	0	0
1127	河流3	World_A1.png	32	32	144	240	0	0
